CORE ID	ELAPSED TIME (uS)	ITERATIONS
-------	------- ---- ----	----------
0	16704		10000.000000
0	6601		10000.000000
0	8800		10000.000000
0	7041		10000.000000
0	6703		10000.000000
0	10847		10000.000000
0	245		10000.000000
0	2600		10000.000000
1	11848		10000.000000
1	270		10000.000000
1	7756		10000.000000
1	14287		10000.000000
1	244		10000.000000
1	11571		10000.000000
1	1185		10000.000000
1	1285		10000.000000
2	16545		10000.000000
2	6957		10000.000000
2	7856		10000.000000
2	6472		10000.000000
2	608		10000.000000
2	10768		10000.000000
2	2907		10000.000000
2	6488		10000.000000
3	10254		10000.000000
3	395		10000.000000
3	7733		10000.000000
3	11834		10000.000000
3	244		10000.000000
3	6914		10000.000000
3	9486		10000.000000
3	1058		10000.000000
4	9891		10000.000000
4	245		10000.000000
4	1759		10000.000000
4	2372		10000.000000
4	11704		10000.000000
4	245		10000.000000
4	12728		10000.000000
4	353		10000.000000
5	15898		10000.000000
5	642		10000.000000
5	7426		10000.000000
5	11812		10000.000000
5	245		10000.000000
5	13741		10000.000000
5	2980		10000.000000
5	6609		10000.000000
6	8540		10000.000000
6	244		10000.000000
6	2294		10000.000000
6	2589		10000.000000
6	3728		10000.000000
6	2060		10000.000000
6	1500		10000.000000
6	8207		10000.000000
7	16438		10000.000000
7	2457		10000.000000
7	6320		10000.000000
7	11177		10000.000000
7	306		10000.000000
7	12641		10000.000000
7	2973		10000.000000
7	6729		10000.000000
