CORE ID	ELAPSED TIME (uS)	ITERATIONS
-------	------- ---- ----	----------
0	18211		10000.000000
0	6244		10000.000000
0	1468		10000.000000
0	16401		10000.000000
0	7907		10000.000000
0	12487		10000.000000
0	9869		10000.000000
0	1680		10000.000000
1	18530		10000.000000
1	14174		10000.000000
1	16009		10000.000000
1	2853		10000.000000
1	13988		10000.000000
1	11074		10000.000000
1	3385		10000.000000
1	13341		10000.000000
2	18353		10000.000000
2	14066		10000.000000
2	14327		10000.000000
2	270		10000.000000
2	14162		10000.000000
2	9796		10000.000000
2	1929		10000.000000
2	8379		10000.000000
3	17592		10000.000000
3	245		10000.000000
3	7958		10000.000000
3	16763		10000.000000
3	9559		10000.000000
3	10673		10000.000000
3	10072		10000.000000
3	8605		10000.000000
4	18940		10000.000000
4	14668		10000.000000
4	15573		10000.000000
4	2896		10000.000000
4	13855		10000.000000
4	10361		10000.000000
4	428		10000.000000
4	6459		10000.000000
5	10832		10000.000000
5	245		10000.000000
5	13008		10000.000000
5	13830		10000.000000
5	245		10000.000000
5	14530		10000.000000
5	12392		10000.000000
5	366		10000.000000
6	18751		10000.000000
6	14497		10000.000000
6	15665		10000.000000
6	1936		10000.000000
6	14505		10000.000000
6	9459		10000.000000
6	532		10000.000000
6	7289		10000.000000
7	18447		10000.000000
7	14570		10000.000000
7	15571		10000.000000
7	2612		10000.000000
7	14288		10000.000000
7	10984		10000.000000
7	3314		10000.000000
7	13483		10000.000000
