CORE ID	ELAPSED TIME (uS)	ITERATIONS	NO.OF.VCPUs	NO.OF.LOGICAL.CPUs
-------	------- ---- ----	----------	-----------	------------------
0	54480		10000.000000	32	32
0	52322		10000.000000	32	32
0	57777		10000.000000	32	32
0	45033		10000.000000	32	32
0	41527		10000.000000	32	32
0	47659		10000.000000	32	32
0	34616		10000.000000	32	32
0	17311		10000.000000	32	32
1	63580		10000.000000	32	32
1	67280		10000.000000	32	32
1	66007		10000.000000	32	32
1	68109		10000.000000	32	32
1	73743		10000.000000	32	32
1	32122		10000.000000	32	32
1	16189		10000.000000	32	32
1	7757		10000.000000	32	32
2	63025		10000.000000	32	32
2	63315		10000.000000	32	32
2	50932		10000.000000	32	32
2	44462		10000.000000	32	32
2	39436		10000.000000	32	32
2	31170		10000.000000	32	32
2	28589		10000.000000	32	32
2	27794		10000.000000	32	32
3	11429		10000.000000	32	32
3	72175		10000.000000	32	32
3	63183		10000.000000	32	32
3	45229		10000.000000	32	32
3	36193		10000.000000	32	32
3	30136		10000.000000	32	32
3	25364		10000.000000	32	32
3	26593		10000.000000	32	32
4	66278		10000.000000	32	32
4	70972		10000.000000	32	32
4	73859		10000.000000	32	32
4	71917		10000.000000	32	32
4	59924		10000.000000	32	32
4	30388		10000.000000	32	32
4	11612		10000.000000	32	32
4	9417		10000.000000	32	32
5	60041		10000.000000	32	32
5	66153		10000.000000	32	32
5	72558		10000.000000	32	32
5	66822		10000.000000	32	32
5	31903		10000.000000	32	32
5	28848		10000.000000	32	32
5	26761		10000.000000	32	32
5	17261		10000.000000	32	32
6	69671		10000.000000	32	32
6	52864		10000.000000	32	32
6	41581		10000.000000	32	32
6	36692		10000.000000	32	32
6	32200		10000.000000	32	32
6	33153		10000.000000	32	32
6	28612		10000.000000	32	32
6	28247		10000.000000	32	32
7	75159		10000.000000	32	32
7	68632		10000.000000	32	32
7	69581		10000.000000	32	32
7	60986		10000.000000	32	32
7	35951		10000.000000	32	32
7	27465		10000.000000	32	32
7	20299		10000.000000	32	32
7	16544		10000.000000	32	32
8	67887		10000.000000	32	32
8	65464		10000.000000	32	32
8	49847		10000.000000	32	32
8	33649		10000.000000	32	32
8	39599		10000.000000	32	32
8	32911		10000.000000	32	32
8	27416		10000.000000	32	32
8	26518		10000.000000	32	32
9	78406		10000.000000	32	32
9	57471		10000.000000	32	32
9	37086		10000.000000	32	32
9	36338		10000.000000	32	32
9	33851		10000.000000	32	32
9	27555		10000.000000	32	32
9	33457		10000.000000	32	32
9	24863		10000.000000	32	32
10	69644		10000.000000	32	32
10	69007		10000.000000	32	32
10	52673		10000.000000	32	32
10	42628		10000.000000	32	32
10	39129		10000.000000	32	32
10	29545		10000.000000	32	32
10	25974		10000.000000	32	32
10	23672		10000.000000	32	32
11	58219		10000.000000	32	32
11	61528		10000.000000	32	32
11	56769		10000.000000	32	32
11	46563		10000.000000	32	32
11	44857		10000.000000	32	32
11	50165		10000.000000	32	32
11	34185		10000.000000	32	32
11	21821		10000.000000	32	32
12	73600		10000.000000	32	32
12	50811		10000.000000	32	32
12	48565		10000.000000	32	32
12	41278		10000.000000	32	32
12	33858		10000.000000	32	32
12	30576		10000.000000	32	32
12	24812		10000.000000	32	32
12	23224		10000.000000	32	32
13	66980		10000.000000	32	32
13	49754		10000.000000	32	32
13	53478		10000.000000	32	32
13	43097		10000.000000	32	32
13	38087		10000.000000	32	32
13	40574		10000.000000	32	32
13	42050		10000.000000	32	32
13	26600		10000.000000	32	32
14	72191		10000.000000	32	32
14	61130		10000.000000	32	32
14	54783		10000.000000	32	32
14	36937		10000.000000	32	32
14	44442		10000.000000	32	32
14	46103		10000.000000	32	32
14	37328		10000.000000	32	32
14	21018		10000.000000	32	32
15	69637		10000.000000	32	32
15	60494		10000.000000	32	32
15	51075		10000.000000	32	32
15	47380		10000.000000	32	32
15	36298		10000.000000	32	32
15	28145		10000.000000	32	32
15	28554		10000.000000	32	32
15	25634		10000.000000	32	32
16	63660		10000.000000	32	32
16	61168		10000.000000	32	32
16	51338		10000.000000	32	32
16	44104		10000.000000	32	32
16	40169		10000.000000	32	32
16	37281		10000.000000	32	32
16	28808		10000.000000	32	32
16	26281		10000.000000	32	32
17	84624		10000.000000	32	32
17	66535		10000.000000	32	32
17	48078		10000.000000	32	32
17	38496		10000.000000	32	32
17	34392		10000.000000	32	32
17	33353		10000.000000	32	32
17	28625		10000.000000	32	32
17	22700		10000.000000	32	32
18	80542		10000.000000	32	32
18	69099		10000.000000	32	32
18	49295		10000.000000	32	32
18	40986		10000.000000	32	32
18	38435		10000.000000	32	32
18	32051		10000.000000	32	32
18	27290		10000.000000	32	32
18	20538		10000.000000	32	32
19	80337		10000.000000	32	32
19	80616		10000.000000	32	32
19	47075		10000.000000	32	32
19	43662		10000.000000	32	32
19	56260		10000.000000	32	32
19	50546		10000.000000	32	32
19	17561		10000.000000	32	32
19	11208		10000.000000	32	32
20	72190		10000.000000	32	32
20	74172		10000.000000	32	32
20	62824		10000.000000	32	32
20	67007		10000.000000	32	32
20	61044		10000.000000	32	32
20	22631		10000.000000	32	32
20	15218		10000.000000	32	32
20	8599		10000.000000	32	32
21	71710		10000.000000	32	32
21	66521		10000.000000	32	32
21	54862		10000.000000	32	32
21	41373		10000.000000	32	32
21	35652		10000.000000	32	32
21	32093		10000.000000	32	32
21	28454		10000.000000	32	32
21	22887		10000.000000	32	32
22	66736		10000.000000	32	32
22	68179		10000.000000	32	32
22	77022		10000.000000	32	32
22	68740		10000.000000	32	32
22	67008		10000.000000	32	32
22	26698		10000.000000	32	32
22	11589		10000.000000	32	32
22	6248		10000.000000	32	32
23	67096		10000.000000	32	32
23	66636		10000.000000	32	32
23	49695		10000.000000	32	32
23	41225		10000.000000	32	32
23	41403		10000.000000	32	32
23	47008		10000.000000	32	32
23	41265		10000.000000	32	32
23	20143		10000.000000	32	32
24	66870		10000.000000	32	32
24	55014		10000.000000	32	32
24	53805		10000.000000	32	32
24	42642		10000.000000	32	32
24	41143		10000.000000	32	32
24	29675		10000.000000	32	32
24	31403		10000.000000	32	32
24	27658		10000.000000	32	32
25	68565		10000.000000	32	32
25	54788		10000.000000	32	32
25	50762		10000.000000	32	32
25	40258		10000.000000	32	32
25	35491		10000.000000	32	32
25	31265		10000.000000	32	32
25	32453		10000.000000	32	32
25	25560		10000.000000	32	32
26	73782		10000.000000	32	32
26	61758		10000.000000	32	32
26	41365		10000.000000	32	32
26	34091		10000.000000	32	32
26	34649		10000.000000	32	32
26	26827		10000.000000	32	32
26	34060		10000.000000	32	32
26	24838		10000.000000	32	32
27	76370		10000.000000	32	32
27	72553		10000.000000	32	32
27	38330		10000.000000	32	32
27	36699		10000.000000	32	32
27	36291		10000.000000	32	32
27	28991		10000.000000	32	32
27	27117		10000.000000	32	32
27	26430		10000.000000	32	32
28	77821		10000.000000	32	32
28	77614		10000.000000	32	32
28	74962		10000.000000	32	32
28	64221		10000.000000	32	32
28	56562		10000.000000	32	32
28	23573		10000.000000	32	32
28	14884		10000.000000	32	32
28	2175		10000.000000	32	32
29	60985		10000.000000	32	32
29	77907		10000.000000	32	32
29	67653		10000.000000	32	32
29	66979		10000.000000	32	32
29	35912		10000.000000	32	32
29	24966		10000.000000	32	32
29	21818		10000.000000	32	32
29	16073		10000.000000	32	32
30	74507		10000.000000	32	32
30	76642		10000.000000	32	32
30	70859		10000.000000	32	32
30	65744		10000.000000	32	32
30	49049		10000.000000	32	32
30	21288		10000.000000	32	32
30	22740		10000.000000	32	32
30	9192		10000.000000	32	32
31	65848		10000.000000	32	32
31	70493		10000.000000	32	32
31	70723		10000.000000	32	32
31	70814		10000.000000	32	32
31	66430		10000.000000	32	32
31	29168		10000.000000	32	32
31	11283		10000.000000	32	32
31	6366		10000.000000	32	32
